"API and filesystem objectID","TMS report objectID","API and filesystem object number","TMS report object number","Title","Creator","dept","location on DRMC","has files","number of files","has dg component","component number"
"n/a","143767","n/a","11.2011.1-4","Serious Games I-IV","Farocki Harun","Media and Performance Art","n/a","No","0","Yes","11.2011.1-4.DG"
"n/a","146080","n/a","112.2011","Two Times 4'33""","de Boer Manon","Media and Performance Art","n/a","No","0","Yes","112.2011.DG"
"n/a","153235","n/a","1134.2011","Telephones","Marclay Christian","Media and Performance Art","n/a","No","0","Yes","1134.2011.DG"
"n/a","135752","n/a","1156.2008.22","Untitled","Chan Paul","Media and Performance Art","n/a","No","0","Yes","1156.2008.22.DG"
"n/a","110640","n/a","1181.2007.a-f","dread","Mosley Joshua","Media and Performance Art","n/a","No","0","Yes","1181.2007.DG"
"n/a","114460","n/a","1184.2007","Bicycle","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1184.2007.DG"
"n/a","114530","n/a","1185.2007","Gun Powder","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1185.2007.DG"
"n/a","114531","n/a","1186.2007","Kayak","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1186.2007.DG"
"n/a","114532","n/a","1187.2007","Kayak","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1187.2007.DG"
"n/a","114533","n/a","1188.2007","Umbrella","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1188.2007.DG"
"n/a","114534","n/a","1189.2007","Volcano","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1189.2007.DG"
"n/a","114535","n/a","1190.2007","Balloon","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1190.2007.DG"
"n/a","114536","n/a","1191.2007","Barrel with Camera","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1191.2007.DG"
"n/a","114537","n/a","1192.2007","Barrier","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1192.2007.DG"
"n/a","114538","n/a","1193.2007","Bridge","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1193.2007.DG"
"n/a","114539","n/a","1194.2007","Briefcase","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1194.2007.DG"
"n/a","114540","n/a","1195.2007","Bucket with Camera","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1195.2007.DG"
"n/a","114541","n/a","1196.2007","Flag","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1196.2007.DG"
"n/a","114542","n/a","1197.2007","Float","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1197.2007.DG"
"n/a","114543","n/a","1198.2007","Ice","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1198.2007.DG"
"n/a","114544","n/a","1199.2007","Kayak","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1199.2007.DG"
"n/a","114545","n/a","1200.2007","Lamp","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1200.2007.DG"
"n/a","114546","n/a","1201.2007","Pan","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1201.2007.DG"
"n/a","114547","n/a","1202.2007","Red Barrel","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1202.2007.DG"
"n/a","114548","n/a","1203.2007","Rocket","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1203.2007.DG"
"n/a","114549","n/a","1204.2007","Sand Cone","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1204.2007.DG"
"n/a","114550","n/a","1205.2007","Sand","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1205.2007.DG"
"n/a","114551","n/a","1206.2007","Sled","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1206.2007.DG"
"n/a","114552","n/a","1207.2007","Tent","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1207.2007.DG"
"n/a","114553","n/a","1208.2007","Two Barrels","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1208.2007.DG"
"n/a","114554","n/a","1209.2007","Umbrella","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1209.2007.DG"
"n/a","114555","n/a","1210.2007","Barrel","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1210.2007.DG"
"n/a","114556","n/a","1211.2007","Chair","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1211.2007.DG"
"n/a","114557","n/a","1212.2007","Flat Iron","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1212.2007.DG"
"n/a","114558","n/a","1213.2007","Fire","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1213.2007.DG"
"n/a","114559","n/a","1214.2007","Fuel Sack","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1214.2007.DG"
"n/a","114560","n/a","1215.2007","Rope","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1215.2007.DG"
"n/a","114561","n/a","1216.2007","Sand Pillar","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1216.2007.DG"
"n/a","114562","n/a","1217.2007","Sheets of paper","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1217.2007.DG"
"n/a","114563","n/a","1218.2007","Shot","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1218.2007.DG"
"n/a","114564","n/a","1219.2007","Two Barrels","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1219.2007.DG"
"n/a","114565","n/a","1220.2007","Umbrella","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1220.2007.DG"
"n/a","114566","n/a","1221.2007","Box","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1221.2007.DG"
"n/a","114567","n/a","1222.2007","Night Table","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1222.2007.DG"
"n/a","114568","n/a","1223.2007","Table","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1223.2007.DG"
"n/a","114569","n/a","1224.2007","Carriage","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1224.2007.DG"
"n/a","114570","n/a","1225.2007","Sinking","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1225.2007.DG"
"n/a","114571","n/a","1226.2007","Four Stools","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1226.2007.DG"
"n/a","114572","n/a","1227.2007","Kamor","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1227.2007.DG"
"n/a","114573","n/a","1228.2007","Table","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1228.2007.DG"
"n/a","114574","n/a","1229.2007","Two Flags","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1229.2007.DG"
"n/a","114575","n/a","1230.2007","Beams","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1230.2007.DG"
"n/a","114576","n/a","1231.2007","Table","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1231.2007.DG"
"n/a","114577","n/a","1232.2007","Barrel","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1232.2007.DG"
"n/a","114578","n/a","1233.2007","Filmrecording","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1233.2007.DG"
"n/a","114579","n/a","1234.2007","Blue Smoke","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1234.2007.DG"
"n/a","114580","n/a","1235.2007","Blue Smoke","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1235.2007.DG"
"n/a","114581","n/a","1236.2007","Boots","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1236.2007.DG"
"n/a","114582","n/a","1237.2007","Briefcase","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1237.2007.DG"
"n/a","114583","n/a","1238.2007","Bucket with Rockets","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1238.2007.DG"
"n/a","114584","n/a","1239.2007","Carriage","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1239.2007.DG"
"n/a","114585","n/a","1240.2007","Four Boxes","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1240.2007.DG"
"n/a","114586","n/a","1241.2007","Kayak","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1241.2007.DG"
"n/a","114587","n/a","1242.2007","Roll of Film","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1242.2007.DG"
"n/a","114588","n/a","1243.2007","Sinking in Ice","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1243.2007.DG"
"n/a","114589","n/a","1244.2007","Small Rockets","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1244.2007.DG"
"n/a","114590","n/a","1245.2007","Table","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1245.2007.DG"
"n/a","114591","n/a","1246.2007","Experiment","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1246.2007.DG"
"n/a","114592","n/a","1247.2007","Suitcase","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1247.2007.DG"
"n/a","114593","n/a","1248.2007","Suitcase","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1248.2007.DG"
"n/a","114594","n/a","1249.2007","Suitcase","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1249.2007.DG"
"n/a","114595","n/a","1250.2007","Two Buckets","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1250.2007.DG"
"n/a","114596","n/a","1251.2007","Two Buckets","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1251.2007.DG"
"n/a","114597","n/a","1252.2007","Box","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1252.2007.DG"
"n/a","114598","n/a","1253.2007","Books","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1253.2007.DG"
"n/a","114599","n/a","1254.2007","Bucket","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1254.2007.DG"
"n/a","114600","n/a","1255.2007","Fire","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1255.2007.DG"
"n/a","114601","n/a","1256.2007","Kayak","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1256.2007.DG"
"n/a","114602","n/a","1257.2007","Rubber Band","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1257.2007.DG"
"n/a","114603","n/a","1258.2007","Sand Cone","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1258.2007.DG"
"n/a","114604","n/a","1259.2007","Smoke Rings","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1259.2007.DG"
"n/a","114605","n/a","1260.2007","Smoke Rings","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1260.2007.DG"
"n/a","114606","n/a","1261.2007","Stool","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1261.2007.DG"
"n/a","114607","n/a","1262.2007","Stool","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1262.2007.DG"
"n/a","114608","n/a","1263.2007","Tube","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1263.2007.DG"
"n/a","114609","n/a","1264.2007","Wolfsbane","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1264.2007.DG"
"n/a","114610","n/a","1265.2007","Flap","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1265.2007.DG"
"n/a","114611","n/a","1266.2007","Action","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1266.2007.DG"
"n/a","114612","n/a","1267.2007","Balloon","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1267.2007.DG"
"n/a","114613","n/a","1268.2007","Balloon","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1268.2007.DG"
"n/a","114614","n/a","1269.2007","Balloon, under Water","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1269.2007.DG"
"n/a","114615","n/a","1270.2007","Board on the Back","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1270.2007.DG"
"n/a","114616","n/a","1271.2007","Bridge","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1271.2007.DG"
"n/a","114617","n/a","1272.2007","Bucket","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1272.2007.DG"
"n/a","114618","n/a","1273.2007","Fall","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1273.2007.DG"
"n/a","114619","n/a","1274.2007","""Don't Let Go""","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1274.2007.DG"
"n/a","114620","n/a","1275.2007","Explosion","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1275.2007.DG"
"n/a","114621","n/a","1276.2007","Hat with Rocket","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1276.2007.DG"
"n/a","114622","n/a","1277.2007","Rocket","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1277.2007.DG"
"n/a","114623","n/a","1278.2007","Rocket Box","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1278.2007.DG"
"n/a","114624","n/a","1279.2007","Rocket","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1279.2007.DG"
"n/a","114625","n/a","1280.2007","Rocket","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1280.2007.DG"
"n/a","114626","n/a","1281.2007","Rubber Motor","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1281.2007.DG"
"n/a","114627","n/a","1282.2007","Sand Curtain","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1282.2007.DG"
"n/a","114628","n/a","1283.2007","Smoke ring","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1283.2007.DG"
"n/a","114629","n/a","1284.2007","Stool","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1284.2007.DG"
"n/a","114630","n/a","1285.2007","Table","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1285.2007.DG"
"n/a","114631","n/a","1286.2007","Suitcase","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1286.2007.DG"
"n/a","114632","n/a","1287.2007","Two Balloons","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1287.2007.DG"
"n/a","118194","n/a","1288.1979","Tune","Nakai Tsuneo","Media and Performance Art","n/a","No","0","Yes","1288.1979.DG"
"n/a","114633","n/a","1288.2007","Two Boxes","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1288.2007.DG"
"n/a","114634","n/a","1289.2007","Action","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1289.2007.DG"
"n/a","114635","n/a","1290.2007","Action","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1290.2007.DG"
"n/a","114636","n/a","1291.2007","Balloon before Waterfall","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1291.2007.DG"
"n/a","120328","n/a","1292.1979","Shapes From the Bone Change","Sturgeon John","Media and Performance Art","n/a","No","0","Yes","1292.1979.DG"
"n/a","114637","n/a","1292.2007","Balloon Bucket","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1292.2007.DG"
"n/a","114638","n/a","1293.2007","Balloon on Track","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1293.2007.DG"
"n/a","114639","n/a","1294.2007","Balloon with Stool, 1","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1294.2007.DG"
"n/a","120327","n/a","1295.1979","Conjunct","Sturgeon John","Media and Performance Art","n/a","No","0","Yes","1295.1979.DG"
"n/a","114640","n/a","1295.2007","Balloon with Stool, 2","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1295.2007.DG"
"n/a","114641","n/a","1296.2007","Bicycle, Bicycle, Roll with Rubber Band","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1296.2007.DG"
"n/a","114642","n/a","1297.2007","Bicycle","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1297.2007.DG"
"n/a","114643","n/a","1298.2007","Box","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1298.2007.DG"
"n/a","114644","n/a","1299.2007","Bucket with Water","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1299.2007.DG"
"n/a","114645","n/a","1300.2007","Carriage 1","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1300.2007.DG"
"n/a","114646","n/a","1301.2007","Carriage 2","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1301.2007.DG"
"n/a","114647","n/a","1302.2007","Carriage","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1302.2007.DG"
"n/a","114648","n/a","1303.2007","Cloth","Signer Roman","Media and Performance Art","n/a","No","0","Yes","1303.2007.DG"
